post_id,risk_level,confidence
30481,low,0.9949
30482,medium,0.9922
30483,high,0.8894
30484,medium,0.9923
30485,low,0.9982
30486,medium,0.9794
30487,medium,0.9932
30488,low,0.9949
30489,low,0.9971
30490,medium,0.5671
30491,low,0.9982
30492,medium,0.9949
30493,low,0.9819
30494,low,0.9981
30495,medium,0.5892
30496,medium,0.9954
30497,medium,0.9784
30498,low,0.9823
30499,low,0.9926
30500,medium,0.9894
30501,medium,0.9868
30502,medium,0.9913
30503,medium,0.9926
30504,low,0.9176
30505,medium,0.9105
30506,medium,0.9869
30507,low,0.9979
30508,medium,0.9319
30509,medium,0.975
30510,medium,0.9939
30511,low,0.9881
30512,medium,0.9382
30513,medium,0.9851
30514,medium,0.9829
30515,medium,0.9933
30516,medium,0.9965
30517,medium,0.9857
30518,low,0.9972
30519,medium,0.6879
30520,medium,0.9829
30521,low,0.996
30522,medium,0.9806
30523,medium,0.9952
30524,low,0.954
30525,medium,0.9924
30526,medium,0.9946
30527,medium,0.9203
30528,medium,0.925
30529,medium,0.9659
30530,low,0.9899
30531,medium,0.9929
30532,medium,0.9471
30533,medium,0.9821
30534,low,0.9807
30535,high,0.8937
30536,medium,0.9933
30537,low,0.4914
30538,low,0.9984
30539,medium,0.9803
30540,medium,0.9728
30541,medium,0.9948
30542,low,0.9938
30543,low,0.9987
30544,medium,0.9716
30545,medium,0.9353
30546,medium,0.9929
30547,low,0.9982
30548,medium,0.9926
30549,low,0.9707
30550,medium,0.8947
30551,high,0.9429
30552,low,0.9968
30553,low,0.976
30554,low,0.9984
30555,low,0.9796
30556,low,0.7748
30557,low,0.984
30558,medium,0.5271
30559,low,0.9876
30560,medium,0.9865
30561,low,0.9288
30562,low,0.998
30563,medium,0.9621
30564,medium,0.8299
30565,medium,0.9834
30566,medium,0.9921
30567,medium,0.9622
30568,low,0.93
30569,low,0.9983
30570,low,0.9927
30571,medium,0.8903
30572,medium,0.9954
30573,medium,0.9906
30574,medium,0.9936
30575,medium,0.9906
30576,low,0.9976
30577,medium,0.5197
30578,low,0.9795
30579,low,0.9777
30580,medium,0.9918
30581,medium,0.9912
30582,low,0.9892
30583,medium,0.9605
30584,low,0.9989
30585,medium,0.9753
30586,medium,0.9876
30587,low,0.998
30588,medium,0.9803
30589,low,0.9662
30590,low,0.967
30591,low,0.9917
30592,low,0.9986
30593,medium,0.9951
30594,medium,0.9936
30595,low,0.9952
30596,low,0.9969
30597,low,0.9843
30598,medium,0.9922
30599,low,0.9501
30600,low,0.9988
30601,medium,0.9964
30602,medium,0.9962
30603,medium,0.9401
30604,medium,0.9943
30605,medium,0.6017
30606,medium,0.995
30607,low,0.9954
30608,high,0.7016
30609,low,0.9986
30610,medium,0.9054
30611,low,0.9888
30612,medium,0.9964
30613,medium,0.9861
30614,low,0.9232
30615,medium,0.9946
30616,medium,0.9973
30617,medium,0.9348
30618,medium,0.8266
30619,low,0.9728
30620,medium,0.9791
30621,low,0.9973
30622,medium,0.8856
30623,low,0.9797
30624,low,0.9986
30625,low,0.5706
30626,low,0.9979
30627,medium,0.9473
30628,medium,0.9972
30629,low,0.9987
30630,low,0.9245
30631,low,0.9881
30632,medium,0.9908
30633,medium,0.9956
30634,low,0.989
30635,medium,0.9942
30636,medium,0.9932
30637,low,0.9984
30638,low,0.9985
30639,low,0.9977
30640,low,0.5441
30641,medium,0.9941
30642,medium,0.9872
30643,low,0.9779
30644,medium,0.9874
30645,medium,0.9965
30646,low,0.9561
30647,medium,0.8875
30648,medium,0.993
30649,medium,0.9789
30650,low,0.9983
30651,medium,0.9946
30652,low,0.9945
30653,medium,0.9953
30654,low,0.9961
30655,medium,0.9939
30656,medium,0.9592
30657,medium,0.9942
30658,medium,0.9896
30659,medium,0.9951
30660,medium,0.9944
30661,medium,0.9656
30662,low,0.9778
30663,medium,0.9954
30664,low,0.7601
30665,low,0.9933
30666,medium,0.9898
30667,medium,0.9767
30668,medium,0.9962
30669,medium,0.9898
30670,low,0.9956
30671,low,0.9539
30672,medium,0.9357
30673,medium,0.9956
30674,medium,0.9704
30675,medium,0.9867
30676,medium,0.9855
30677,medium,0.9954
30678,low,0.9828
30679,medium,0.995
30680,low,0.9948
30681,medium,0.9923
30682,low,0.9278
30683,medium,0.9899
30684,low,0.9984
30685,low,0.9984
30686,medium,0.9483
30687,medium,0.9826
30688,medium,0.9922
30689,medium,0.9851
30690,medium,0.9959
30691,medium,0.9722
30692,low,0.9984
30693,high,0.8524
30694,medium,0.9917
30695,medium,0.9874
30696,medium,0.9894
30697,medium,0.988
30698,low,0.9783
30699,medium,0.9714
30700,medium,0.9641
30701,medium,0.9923
30702,medium,0.9894
30703,medium,0.964
30704,low,0.9901
30705,medium,0.9857
30706,low,0.9933
30707,low,0.8458
30708,medium,0.9942
30709,medium,0.9947
30710,low,0.9967
30711,low,0.9963
30712,medium,0.9953
30713,high,0.8145
30714,low,0.9981
30715,low,0.9983
30716,medium,0.9951
30717,low,0.9988
30718,medium,0.9902
30719,medium,0.988
30720,medium,0.9953
30721,medium,0.9822
30722,medium,0.9893
30723,low,0.9751
30724,medium,0.9952
30725,medium,0.9823
30726,medium,0.996
30727,medium,0.9966
30728,low,0.8693
30729,low,0.9339
30730,medium,0.9946
30731,medium,0.952
30732,low,0.9914
30733,medium,0.9775
30734,high,0.5994
30735,medium,0.9952
30736,medium,0.9567
30737,low,0.9973
30738,medium,0.7931
30739,medium,0.9771
30740,medium,0.9768
30741,low,0.8273
30742,medium,0.9715
30743,low,0.9777
30744,low,0.9982
30745,low,0.9986
30746,low,0.9954
30747,low,0.9987
30748,medium,0.7904
30749,low,0.9907
30750,low,0.9972
30751,medium,0.9931
30752,medium,0.5987
30753,low,0.9987
30754,medium,0.9666
30755,medium,0.9832
30756,medium,0.9939
30757,low,0.9985
30758,high,0.9373
30759,medium,0.9916
30760,medium,0.9971
30761,medium,0.9965
30762,low,0.9578
30763,medium,0.9936
30764,low,0.9763
30765,low,0.6927
30766,low,0.9185
30767,medium,0.7396
30768,low,0.998
30769,medium,0.9842
30770,low,0.9982
30771,high,0.6671
30772,medium,0.9438
30773,medium,0.9886
30774,medium,0.9071
30775,low,0.9469
30776,medium,0.9935
30777,medium,0.9883
30778,medium,0.9785
30779,medium,0.9678
30780,medium,0.9938
30781,medium,0.9713
30782,medium,0.9808
30783,medium,0.9926
30784,low,0.9983
30785,medium,0.9959
30786,medium,0.9104
30787,medium,0.9791
30788,medium,0.9906
30789,medium,0.9905
30790,high,0.6563
30791,medium,0.9874
30792,medium,0.9739
30793,low,0.9959
30794,medium,0.9461
30795,medium,0.9946
30796,medium,0.722
30797,low,0.9984
30798,medium,0.9949
30799,low,0.9982
30800,low,0.9986
30801,low,0.9796
30802,medium,0.9842
30803,high,0.64
30804,medium,0.9896
30805,low,0.9632
30806,low,0.996
30807,medium,0.9899
30808,medium,0.9931
30809,medium,0.9889
30810,low,0.9982
30811,low,0.998
30812,medium,0.9846
30813,high,0.8459
30814,medium,0.9617
30815,low,0.9982
30816,medium,0.9888
30817,medium,0.9903
30818,low,0.9734
30819,low,0.8972
30820,medium,0.9892
30821,medium,0.9963
30822,medium,0.9819
30823,medium,0.9812
30824,medium,0.9912
30825,medium,0.9621
30826,low,0.9475
30827,medium,0.9926
30828,medium,0.5586
30829,medium,0.9802
30830,low,0.8358
30831,medium,0.9653
30832,medium,0.9946
30833,medium,0.5411
30834,medium,0.9938
30835,medium,0.9939
30836,low,0.9962
30837,low,0.9952
30838,low,0.9979
30839,medium,0.9877
30840,low,0.9981
30841,medium,0.9606
30842,medium,0.9677
30843,medium,0.6354
30844,high,0.6184
30845,medium,0.6281
30846,medium,0.9837
30847,medium,0.983
30848,medium,0.9967
30849,low,0.9985
30850,medium,0.9783
30851,low,0.9952
30852,low,0.9986
30853,low,0.9905
30854,high,0.8896
30855,medium,0.995
30856,low,0.997
30857,medium,0.997
30858,medium,0.978
30859,medium,0.8658
30860,medium,0.997
30861,medium,0.8946
30862,medium,0.9893
30863,low,0.991
30864,medium,0.9692
30865,medium,0.9716
30866,medium,0.9913
30867,low,0.9987
30868,medium,0.8926
30869,low,0.9972
30870,medium,0.9813
30871,medium,0.9945
30872,medium,0.9961
30873,medium,0.9876
30874,high,0.8897
30875,low,0.9978
30876,medium,0.9937
30877,low,0.9877
30878,medium,0.9622
30879,low,0.8896
30880,medium,0.9955
30881,low,0.9539
30882,medium,0.9409
30883,medium,0.9934
30884,medium,0.9708
30885,low,0.9968
30886,medium,0.9863
30887,medium,0.9965
30888,medium,0.9587
30889,low,0.9958
30890,medium,0.9907
30891,low,0.9915
30893,medium,0.9964
30894,medium,0.9628
30895,medium,0.9666
30896,low,0.9986
30897,low,0.9984
30898,medium,0.9907
30899,low,0.8189
30900,low,0.9857
30901,low,0.9971
30902,low,0.9982
30903,medium,0.9845
30904,low,0.978
30905,medium,0.9959
30906,medium,0.8666
30907,medium,0.9761
30908,medium,0.9915
30909,medium,0.9831
30910,low,0.9982
30911,medium,0.9954
30912,low,0.9934
30913,medium,0.9818
30914,low,0.9873
30915,medium,0.6639
30916,low,0.9051
30917,low,0.9952
30918,medium,0.9754
30919,medium,0.9813
30920,low,0.99
30921,medium,0.9913
30922,low,0.9981
30923,high,0.7331
30924,low,0.938
30925,low,0.9907
30926,medium,0.9899
30927,medium,0.4821
30928,medium,0.9734
30929,medium,0.9904
30930,low,0.9984
30931,medium,0.9966
30932,medium,0.9859
30933,medium,0.9898
30934,low,0.9945
30935,medium,0.995
30936,low,0.9969
30937,medium,0.9904
30938,medium,0.9818
30939,medium,0.9791
30940,low,0.9977
30941,low,0.9988
30942,medium,0.9961
30943,low,0.983
30944,medium,0.9002
30945,medium,0.9885
30946,low,0.9987
30947,low,0.9794
30948,medium,0.992
30949,medium,0.9445
30950,medium,0.9905
30951,low,0.9986
30952,medium,0.9696
30953,low,0.9916
30954,low,0.9987
30955,medium,0.9236
30956,low,0.9961
30957,medium,0.9379
30958,low,0.9785
30959,low,0.9987
30960,low,0.997
30961,low,0.9723
30962,medium,0.9884
30963,medium,0.9865
30964,medium,0.8111
30965,medium,0.9945
30966,low,0.9955
30967,medium,0.9718
30968,medium,0.9511
30969,low,0.9952
30970,low,0.8176
30971,low,0.998
30972,medium,0.9922
30973,low,0.992
30974,medium,0.9927
30975,medium,0.9958
30976,medium,0.6115
30977,medium,0.5066
30978,high,0.6285
30979,medium,0.9453
30980,medium,0.9897
30981,low,0.9973
30982,medium,0.9073
30983,medium,0.8207
30984,medium,0.9955
30985,medium,0.7798
30986,medium,0.9944
30987,medium,0.9956
30988,medium,0.5922
30989,high,0.6832
30990,medium,0.9032
30991,low,0.9974
30992,high,0.7363
30993,low,0.9981
30994,medium,0.9968
30995,low,0.9986
30996,medium,0.8997
30997,medium,0.9793
30998,high,0.7985
30999,medium,0.9911
31000,low,0.9784
31001,medium,0.9855
31002,low,0.9815
31003,medium,0.9903
31004,low,0.9971
31005,medium,0.9485
31006,low,0.9988
31007,high,0.957
31008,medium,0.967
31009,low,0.9985
31010,medium,0.9707
31011,medium,0.9836
31012,medium,0.9935
31013,medium,0.6627
31014,medium,0.4724
31015,low,0.9966
31016,medium,0.9047
31017,low,0.988
31018,low,0.9931
31019,low,0.9701
31020,low,0.9936
31021,medium,0.9948
31022,medium,0.7559
31023,high,0.7654
31024,medium,0.9924
31025,medium,0.9693
31026,medium,0.9961
31027,medium,0.9941
31028,low,0.9666
31029,low,0.9957
31030,low,0.8827
31031,low,0.5492
31032,low,0.9957
31033,medium,0.9813
31034,medium,0.9955
31035,medium,0.9941
31036,medium,0.9887
31037,low,0.9228
31038,medium,0.6106
31039,low,0.9989
31040,low,0.9868
31041,medium,0.9903
31042,low,0.9818
31043,medium,0.9962
31044,medium,0.9942
31045,low,0.9936
31046,medium,0.9734
31047,high,0.8036
31048,medium,0.9918
31049,low,0.995
31050,medium,0.8294
31051,low,0.9959
31052,medium,0.9899
31053,low,0.9018
31054,low,0.9983
31055,medium,0.9925
31056,low,0.9362
31057,medium,0.994
31058,medium,0.9964
31059,medium,0.993
31060,low,0.9986
31061,low,0.9961
31062,low,0.9596
31063,low,0.99
31064,medium,0.9877
31065,medium,0.9964
31066,medium,0.8991
31067,low,0.9986
31068,medium,0.9837
31069,medium,0.9743
31070,medium,0.9874
31071,medium,0.9874
31072,medium,0.9782
31073,low,0.7976
31074,low,0.9988
31075,low,0.9965
31076,medium,0.9882
31077,low,0.9897
31078,medium,0.9868
31079,low,0.9975
31080,high,0.901
31081,low,0.9982
31082,medium,0.9924
31083,medium,0.8999
31084,medium,0.9859
31085,medium,0.9885
31086,low,0.9971
31087,low,0.9176
31088,low,0.9837
31089,medium,0.9767
31090,medium,0.9902
31091,medium,0.985
31092,medium,0.9937
31093,low,0.9948
31094,medium,0.8249
31095,low,0.9982
31096,low,0.9712
31097,medium,0.9916
31098,medium,0.9964
31099,medium,0.9819
31100,low,0.7648
31101,low,0.9981
31102,medium,0.9259
31103,medium,0.9633
31104,medium,0.963
31105,medium,0.9903
31106,low,0.9964
31107,medium,0.9837
31108,medium,0.918
31109,medium,0.9908
31110,medium,0.6427
31111,low,0.9881
31112,low,0.9914
31113,low,0.9761
31114,medium,0.9667
31115,low,0.8751
31116,low,0.9973
31117,medium,0.9703
31118,medium,0.8295
31119,low,0.9948
31120,low,0.9133
31121,low,0.627
31122,medium,0.9916
31123,medium,0.996
31124,low,0.9977
31125,medium,0.836
31126,low,0.9922
31127,low,0.9986
31128,medium,0.9901
31129,medium,0.9936
31130,low,0.998
31131,low,0.9932
31132,medium,0.8841
31133,medium,0.9485
31134,low,0.955
31135,medium,0.9926
31136,low,0.9611
31137,medium,0.9597
31138,low,0.998
31139,medium,0.9949
31140,low,0.9979
31141,low,0.9936
31142,low,0.9984
31143,low,0.9984
31144,medium,0.994
31145,medium,0.9931
31146,low,0.9165
31147,low,0.9953
31148,medium,0.7598
31149,medium,0.9241
31150,medium,0.8582
31151,low,0.9982
31152,medium,0.9965
31153,low,0.9987
31154,low,0.9985
31155,low,0.9988
31156,medium,0.9935
31157,medium,0.9947
31158,low,0.996
31159,medium,0.9827
31160,low,0.9916
31161,medium,0.9865
31162,medium,0.99
31163,medium,0.9964
31164,medium,0.995
31165,medium,0.9866
31166,medium,0.9805
31167,medium,0.7848
31168,medium,0.9452
31169,medium,0.9916
31170,medium,0.9331
31171,medium,0.9852
31172,low,0.9979
31173,low,0.9972
31174,medium,0.9893
31175,medium,0.9948
31176,medium,0.9963
31177,low,0.9818
31178,medium,0.9948
31179,medium,0.9063
31180,medium,0.9879
31181,low,0.997
31182,medium,0.9368
31183,medium,0.9922
31184,medium,0.7865
31185,low,0.9876
31186,medium,0.9879
31187,medium,0.9944
31188,low,0.9957
31189,low,0.991
31190,low,0.9843
31191,medium,0.9956
31192,low,0.9634
31193,low,0.9923
31194,medium,0.9945
31195,medium,0.9939
31196,medium,0.9948
31197,medium,0.9167
31198,low,0.9872
31199,low,0.9936
31200,low,0.995
31201,medium,0.9872
31202,medium,0.9865
31203,medium,0.759
31204,low,0.9942
31205,medium,0.9854
31206,low,0.9822
31207,low,0.9892
31208,low,0.997
31209,medium,0.9083
31210,medium,0.9648
31211,low,0.9969
31212,medium,0.984
31213,low,0.9946
31214,low,0.9808
31215,low,0.9836
31216,medium,0.9946
31217,low,0.8031
31218,medium,0.9775
31219,low,0.9673
31220,low,0.5638
31221,medium,0.8949
31222,medium,0.9918
31223,low,0.9432
31224,low,0.9399
31225,medium,0.9953
31226,medium,0.9875
31227,low,0.9951
31228,medium,0.9276
31229,low,0.9981
31230,medium,0.9847
31231,medium,0.9843
31232,low,0.9973
31233,medium,0.9965
31234,medium,0.9517
31235,low,0.9944
31236,medium,0.9452
31237,low,0.9829
31238,medium,0.9639
31239,medium,0.9575
31240,medium,0.987
31241,medium,0.9929
31242,medium,0.9834
31243,low,0.9954
31244,low,0.9977
31245,medium,0.9943
31246,low,0.9879
31247,medium,0.9197
31248,low,0.9988
31249,medium,0.9744
31250,medium,0.9801
31251,low,0.9955
31252,medium,0.9797
31253,medium,0.9951
31254,low,0.9952
31255,medium,0.9918
31256,medium,0.971
31257,medium,0.9833
31258,low,0.9951
31259,medium,0.9633
31260,medium,0.9928
31261,medium,0.9783
31262,low,0.989
31263,low,0.996
31264,low,0.9866
31265,medium,0.9926
31266,medium,0.9935
31267,medium,0.9908
31268,medium,0.9934
31269,low,0.9905
31270,medium,0.9939
31271,low,0.9863
31272,medium,0.9943
31273,medium,0.9904
31274,low,0.9988
31275,medium,0.9532
31276,medium,0.9363
31277,medium,0.9879
31278,medium,0.8455
31279,low,0.9952
31280,high,0.7475
31281,low,0.9978
31282,low,0.9918
31283,medium,0.973
31284,medium,0.991
31285,low,0.9982
31286,medium,0.9841
31287,low,0.9987
31288,medium,0.9856
31289,medium,0.9805
31290,medium,0.9967
31291,low,0.9981
31292,medium,0.971
31293,low,0.9981
31294,medium,0.9896
31295,medium,0.9499
31296,medium,0.9964
31297,low,0.9844
31298,medium,0.9939
31299,medium,0.96
31300,medium,0.9035
31301,medium,0.9933
31302,medium,0.9964
31303,medium,0.9808
31304,medium,0.9957
31305,low,0.9962
31306,low,0.9963
31307,medium,0.9399
31308,low,0.586
31309,medium,0.9746
31310,medium,0.9752
31311,low,0.9983
31312,medium,0.9944
31313,low,0.9816
31314,medium,0.9799
31315,medium,0.9813
31316,low,0.996
31317,medium,0.9767
31318,medium,0.9918
31319,medium,0.9668
31320,low,0.9983
31321,low,0.9926
31322,low,0.9914
31323,low,0.9721
31324,medium,0.9795
31325,medium,0.9806
31326,medium,0.9887
31327,medium,0.9925
31328,low,0.9987
31329,low,0.9985
31330,medium,0.9834
31331,medium,0.8275
31332,low,0.9856
31333,medium,0.9911
31334,low,0.9956
31335,medium,0.9856
31336,medium,0.6885
31337,low,0.9856
31338,low,0.9985
31339,medium,0.9891
31340,medium,0.9894
31341,medium,0.925
31342,medium,0.9722
31343,medium,0.9605
31344,low,0.9984
31345,medium,0.9863
31346,medium,0.9964
31347,low,0.9894
31348,medium,0.9957
31349,medium,0.9727
31350,low,0.9414
31351,medium,0.9605
31352,low,0.9973
31353,low,0.9838
31354,low,0.9351
31355,medium,0.9465
31356,medium,0.9587
31357,medium,0.9933
31358,medium,0.9845
31359,medium,0.9451
31360,medium,0.5787
31361,low,0.9985
31362,medium,0.9927
31363,low,0.9582
31364,medium,0.9723
31365,medium,0.9786
31366,medium,0.9964
31367,medium,0.8633
31368,medium,0.9966
31369,medium,0.9918
31370,low,0.9812
31371,low,0.9079
31372,medium,0.9912
31373,low,0.9968
31374,low,0.9807
31375,medium,0.9734
31376,medium,0.9894
31377,low,0.9944
31378,low,0.9974
31379,medium,0.9872
31380,low,0.9986
31381,medium,0.9541
31382,medium,0.9922
31383,medium,0.9958
31384,medium,0.9916
31385,medium,0.9918
31386,low,0.9849
31387,medium,0.8539
31388,low,0.8967
31389,medium,0.8259
31390,medium,0.9939
31391,medium,0.9964
31392,medium,0.9865
31393,medium,0.9855
31394,low,0.9986
31395,medium,0.9959
31396,medium,0.9217
31398,low,0.9987
31399,medium,0.9013
31401,low,0.9696
31402,medium,0.9757
31403,medium,0.9863
31404,medium,0.9932
31405,medium,0.9765
31406,medium,0.9938
31407,low,0.9963
31408,low,0.997
31409,low,0.9982
31410,medium,0.726
31411,medium,0.9596
31412,medium,0.8692
31413,medium,0.9393
31414,low,0.9493
31415,medium,0.9643
31416,low,0.998
31417,medium,0.9925
31418,low,0.9987
31419,medium,0.9959
31420,high,0.7241
31421,medium,0.9964
31422,high,0.9034
31423,medium,0.9861
31424,low,0.9982
31425,high,0.9582
31426,medium,0.6677
31427,medium,0.9847
31428,medium,0.6512
31429,low,0.9986
31430,medium,0.9579
31431,low,0.9732
31432,medium,0.9946
31433,medium,0.9744
31434,medium,0.9429
31435,medium,0.9936
31436,medium,0.9748
31437,medium,0.9869
31438,medium,0.9934
31439,medium,0.9877
31440,medium,0.9948
31441,medium,0.8797
31442,medium,0.9946
31443,low,0.9938
31444,low,0.9927
31445,low,0.9981
31446,low,0.9957
31447,low,0.9985
31448,low,0.9892
31449,medium,0.9965
31450,medium,0.9822
31451,low,0.9867
31452,low,0.8236
31453,low,0.9986
31454,low,0.9528
31455,low,0.9913
31456,low,0.9966
31457,low,0.9973
31458,low,0.9769
31459,low,0.9985
31460,low,0.9908
31461,medium,0.973
31462,medium,0.9559
31463,low,0.9578
31464,high,0.8876
31465,medium,0.9849
31466,medium,0.9333
31467,medium,0.8865
31468,high,0.9008
31469,medium,0.9363
31470,medium,0.995
31471,low,0.8535
31472,low,0.9988
31473,low,0.9966
31474,medium,0.9914
31475,low,0.9808
31476,medium,0.9961
31477,medium,0.9783
31478,medium,0.9947
31479,medium,0.9652
31480,low,0.9674
31481,high,0.7944
31482,medium,0.9894
31483,low,0.8796
31484,low,0.9963
31485,medium,0.9902
31486,low,0.9988
31487,low,0.9986
31488,high,0.602
31489,medium,0.9955
31490,medium,0.991
31491,low,0.9933
31492,low,0.9977
31493,medium,0.9947
31494,medium,0.9885
31495,low,0.9962
31496,medium,0.9761
31497,low,0.5886
31498,low,0.9892
31499,medium,0.9865
31500,medium,0.9949
31501,medium,0.9878
31502,low,0.9731
31503,medium,0.6776
31504,low,0.997
31505,medium,0.9234
31506,medium,0.9843
31507,medium,0.9869
31508,low,0.9982
31509,medium,0.8574
31510,low,0.9953
31511,medium,0.9815
31512,low,0.9987
31513,low,0.9989
31514,medium,0.8594
31515,medium,0.9942
31516,low,0.9983
31517,low,0.8599
31518,low,0.998
31519,low,0.9985
31520,medium,0.9775
31521,medium,0.9642
31522,high,0.7998
31523,medium,0.9681
31524,low,0.9981
31525,high,0.8285
31526,low,0.9975
31527,medium,0.9897
31528,low,0.8706
31529,low,0.9834
31530,low,0.9259
31531,medium,0.9669
31532,low,0.9948
31533,low,0.9979
31534,medium,0.9178
31535,medium,0.9747
31536,medium,0.9598
31537,medium,0.9045
31538,low,0.9932
31539,medium,0.9966
31540,low,0.9986
31541,medium,0.9904
31542,medium,0.9919
31543,medium,0.9958
31544,medium,0.9947
31545,medium,0.9937
31546,low,0.8373
31547,low,0.9973
31548,medium,0.9817
31549,medium,0.9928
31550,medium,0.9916
31551,low,0.9973
31552,medium,0.945
31553,medium,0.9503
31554,medium,0.8149
31555,low,0.9986
31556,low,0.9975
31557,medium,0.9384
31558,low,0.9916
31559,medium,0.9939
31560,medium,0.7338
31561,low,0.9945
31562,high,0.8569
31563,low,0.8664
31564,medium,0.9917
31565,medium,0.9702
31566,medium,0.9831
31567,medium,0.9658
31568,low,0.9966
31569,low,0.9951
31570,medium,0.9851
31571,low,0.9812
31572,low,0.9953
31573,medium,0.7975
31574,low,0.9951
31575,medium,0.929
31576,low,0.825
31577,medium,0.9969
31578,low,0.9958
31579,medium,0.9478
31580,low,0.9976
31581,medium,0.9723
31582,low,0.9982
31583,low,0.9824
31584,low,0.9978
31585,medium,0.9757
31586,medium,0.9387
31587,medium,0.9485
31588,medium,0.945
31589,medium,0.9583
31590,medium,0.713
31591,medium,0.9918
31592,medium,0.6898
31593,medium,0.9017
31594,low,0.9957
31595,medium,0.83
31596,low,0.9957
31597,medium,0.9384
31598,medium,0.9787
31599,low,0.9973
31600,medium,0.9922
31601,medium,0.9935
31602,high,0.7699
31603,medium,0.6169
31604,low,0.9979
31605,low,0.9976
31606,medium,0.9719
31607,medium,0.9954
31608,high,0.9599
31609,high,0.5835
31610,low,0.9978
31611,medium,0.988
31612,medium,0.9848
31613,medium,0.9553
31614,low,0.9863
31615,medium,0.9849
31616,low,0.9985
31617,low,0.9831
31618,medium,0.9796
31619,low,0.9983
31620,low,0.9902
31621,medium,0.9944
31622,low,0.9915
31623,medium,0.9857
31624,medium,0.9642
31625,medium,0.9899
31626,low,0.996
31627,medium,0.9953
31628,medium,0.9874
31629,low,0.9788
31630,medium,0.9286
31631,medium,0.9894
31632,medium,0.9876
31633,medium,0.5217
31634,low,0.5988
31635,low,0.9899
31636,low,0.9957
31637,medium,0.9906
31638,medium,0.9373
31639,medium,0.9884
31640,medium,0.9731
31641,low,0.9986
31642,medium,0.994
31643,low,0.9984
31644,medium,0.9905
31645,medium,0.9846
31646,medium,0.9895
31647,medium,0.9803
31648,medium,0.9928
31649,medium,0.9606
31650,low,0.9985
31651,medium,0.9058
31652,medium,0.7836
31653,low,0.9972
31654,low,0.993
31655,medium,0.9592
31656,low,0.9902
31657,high,0.6757
31658,medium,0.9914
31659,medium,0.9855
31660,high,0.8754
31661,medium,0.9836
31662,medium,0.9818
31663,medium,0.9827
31664,medium,0.9831
31665,medium,0.7752
31666,low,0.9461
31667,medium,0.9539
31668,medium,0.9923
31669,medium,0.9486
31670,low,0.9978
31671,low,0.9882
31672,low,0.9981
31673,medium,0.9959
31674,medium,0.976
31675,medium,0.9943
31676,low,0.997
31677,medium,0.9883
31678,low,0.8649
31679,medium,0.9891
31680,medium,0.9699
31681,medium,0.9968
31682,low,0.9947
31683,low,0.9918
31684,low,0.9967
31685,low,0.9536
31686,low,0.6492
31687,medium,0.9888
31688,medium,0.9959
31689,medium,0.9945
31690,medium,0.9902
31691,low,0.9941
31692,low,0.9981
31693,low,0.9976
31694,medium,0.9826
31695,medium,0.6569
31696,low,0.9971
31697,medium,0.9956
31698,medium,0.9926
31699,medium,0.9377
31700,medium,0.935
31701,medium,0.9519
31702,medium,0.9966
31703,low,0.9963
31704,low,0.9978
31705,medium,0.996
31706,low,0.9773
31707,low,0.8112
31708,low,0.8688
31709,medium,0.9953
31710,medium,0.8214
31711,medium,0.9962
31712,medium,0.9759
31713,medium,0.9548
31714,medium,0.6477
31715,low,0.9982
31716,medium,0.857
31717,medium,0.9791
31718,medium,0.9724
31719,low,0.9964
31720,medium,0.9935
31721,low,0.9166
31722,medium,0.9942
31723,low,0.9833
31724,medium,0.9703
31725,medium,0.9519
31726,medium,0.9898
31727,medium,0.9575
31728,low,0.698
31729,low,0.9606
31730,low,0.9792
31731,low,0.998
31732,medium,0.9937
31733,medium,0.9448
31734,low,0.9984
31735,low,0.8607
31736,low,0.9962
31737,low,0.9971
31738,low,0.9495
31739,medium,0.9814
31740,medium,0.9889
31741,low,0.9098
31742,low,0.9111
31743,medium,0.9968
31744,low,0.9807
31745,medium,0.9243
31746,low,0.9957
31747,medium,0.9946
31748,low,0.9922
31749,medium,0.9877
31750,low,0.9967
31751,medium,0.9956
31752,low,0.9985
31753,low,0.9944
31754,low,0.9954
31755,low,0.9279
31756,medium,0.9511
31757,low,0.9965
31758,low,0.9946
31759,low,0.9944
31760,medium,0.9955
31761,low,0.9981
31762,low,0.5607
31763,low,0.9919
31764,medium,0.993
31765,medium,0.9694
31766,medium,0.9948
31767,medium,0.9866
31768,low,0.9976
31769,low,0.9973
31770,low,0.9952
31771,medium,0.9957
31772,medium,0.9922
31773,low,0.792
31774,medium,0.9944
31775,medium,0.8152
31776,medium,0.9832
31777,low,0.9573
31778,low,0.9479
31779,medium,0.9798
31780,medium,0.9303
31781,low,0.9982
31782,low,0.9959
31783,medium,0.9921
31784,medium,0.5106
31785,low,0.9917
31786,medium,0.9968
31787,low,0.9978
31788,medium,0.9956
31789,low,0.9575
31790,medium,0.9851
31791,medium,0.9971
31792,medium,0.9946
31793,medium,0.9833
31794,medium,0.9724
31795,low,0.9844
31796,medium,0.9282
31797,low,0.9967
31798,low,0.9964
31799,high,0.5017
31800,low,0.998
31801,medium,0.9822
31802,medium,0.9962
31803,low,0.9916
31804,medium,0.9695
31805,medium,0.9185
31806,medium,0.8849
31807,medium,0.8275
31808,medium,0.6274
31809,low,0.9969
31810,low,0.9865
31811,medium,0.9953
31812,medium,0.9861
31813,low,0.9943
31814,medium,0.9914
31815,medium,0.9903
